,date,quarter,department,week_day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,day,month
226,2015-01-13,2,finishing,Tuesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.805909091,13,1
227,2015-01-13,2,sweing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753,13,1
228,2015-01-13,2,sweing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753,13,1
229,2015-01-13,2,sweing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8,13,1
230,2015-01-13,2,sweing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584,13,1
231,2015-01-13,2,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,13,1
232,2015-01-13,2,finishing,Tuesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.670075758,13,1
233,2015-01-13,2,finishing,Tuesday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.601278409,13,1
234,2015-01-13,2,sweing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029,13,1
235,2015-01-13,2,sweing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345,13,1
236,2015-01-13,2,sweing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799,13,1
237,2015-01-13,2,sweing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649,13,1
238,2015-01-14,2,finishing,Wednesday,11,0.8,4.15,0.0,1980,0,0.0,0,0,7.0,0.934607438,14,1
239,2015-01-14,2,finishing,Wednesday,4,0.35,4.3,0.0,2700,0,0.0,0,0,8.0,0.908080808,14,1
240,2015-01-14,2,sweing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811,14,1
241,2015-01-14,2,finishing,Wednesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.891723485,14,1
242,2015-01-14,2,finishing,Wednesday,5,0.65,4.15,0.0,1440,0,0.0,0,0,15.0,0.864583333,14,1
243,2015-01-14,2,finishing,Wednesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,14,1
244,2015-01-14,2,sweing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311,14,1
245,2015-01-14,2,sweing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766,14,1
246,2015-01-14,2,finishing,Wednesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.837594697,14,1
247,2015-01-14,2,finishing,Wednesday,3,0.8,4.15,0.0,1440,0,0.0,0,0,7.0,0.820833333,14,1
248,2015-01-14,2,sweing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433,14,1
249,2015-01-14,2,sweing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753,14,1
250,2015-01-14,2,sweing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103,14,1
251,2015-01-14,2,sweing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,14,1
252,2015-01-14,2,finishing,Wednesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.667329545,14,1
253,2015-01-14,2,sweing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,14,1
254,2015-01-14,2,sweing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,14,1
255,2015-01-14,2,sweing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,14,1
256,2015-01-14,2,finishing,Wednesday,10,0.8,3.94,0.0,1260,0,0.0,0,0,8.0,0.332359307,14,1
257,2015-01-14,2,sweing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,14,1
258,2015-01-14,2,finishing,Wednesday,2,0.8,3.94,0.0,1260,0,0.0,0,0,8.0,0.247316017,14,1
259,2015-01-15,3,finishing,Thursday,4,0.35,4.3,0.0,3600,0,0.0,0,0,20.0,0.988636364,15,1
260,2015-01-15,3,finishing,Thursday,10,0.8,3.94,0.0,3420,0,0.0,0,0,19.0,0.953110048,15,1
261,2015-01-15,3,finishing,Thursday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.884261364,15,1
262,2015-01-15,3,finishing,Thursday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.860653409,15,1
263,2015-01-15,3,finishing,Thursday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,15,1
264,2015-01-15,3,sweing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,15,1
265,2015-01-15,3,sweing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,15,1
266,2015-01-15,3,sweing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766,15,1
267,2015-01-15,3,sweing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103,15,1
268,2015-01-15,3,sweing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,15,1
269,2015-01-15,3,sweing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,15,1
270,2015-01-15,3,sweing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,15,1
271,2015-01-15,3,finishing,Thursday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.689299242,15,1
272,2015-01-15,3,sweing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,15,1
273,2015-01-15,3,sweing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,15,1
274,2015-01-15,3,finishing,Thursday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.606912879,15,1
275,2015-01-15,3,sweing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,15,1
276,2015-01-15,3,sweing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,15,1
277,2015-01-15,3,sweing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,15,1
278,2015-01-17,3,finishing,Saturday,5,0.65,4.15,0.0,2700,0,0.0,0,0,15.0,0.98719697,17,1
279,2015-01-17,3,finishing,Saturday,2,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.980909091,17,1
280,2015-01-17,3,finishing,Saturday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.974621212,17,1
281,2015-01-17,3,finishing,Saturday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.884261364,17,1
282,2015-01-17,3,finishing,Saturday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.82680303,17,1
283,2015-01-17,3,sweing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,17,1
284,2015-01-17,3,sweing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,17,1
285,2015-01-17,3,sweing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721,17,1
286,2015-01-17,3,sweing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721,17,1
287,2015-01-17,3,sweing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,17,1
288,2015-01-17,3,sweing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,17,1
289,2015-01-17,3,sweing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,17,1
290,2015-01-17,3,sweing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,17,1
291,2015-01-17,3,finishing,Saturday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.675568182,17,1
292,2015-01-17,3,finishing,Saturday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.661837121,17,1
293,2015-01-17,3,sweing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,17,1
294,2015-01-17,3,sweing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,17,1
295,2015-01-17,3,sweing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,17,1
296,2015-01-17,3,finishing,Saturday,6,0.8,2.9,0.0,900,0,0.0,0,0,5.0,0.465757576,17,1
297,2015-01-17,3,sweing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,17,1
298,2015-01-17,3,finishing,Saturday,11,0.8,4.15,0.0,1260,0,0.0,0,0,7.0,0.313852814,17,1
299,2015-01-18,3,finishing,Sunday,5,0.6,4.15,0.0,1440,0,0.0,0,0,8.0,0.852793561,18,1
300,2015-01-18,3,finishing,Sunday,11,0.65,4.15,0.0,2160,0,0.0,0,0,12.0,0.838383838,18,1
301,2015-01-18,3,finishing,Sunday,6,0.8,2.9,0.0,1800,0,0.0,0,0,10.0,0.804848485,18,1
302,2015-01-18,3,sweing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,18,1
303,2015-01-18,3,sweing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,18,1
304,2015-01-18,3,sweing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721,18,1
305,2015-01-18,3,sweing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009,18,1
306,2015-01-18,3,sweing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,18,1
307,2015-01-18,3,sweing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,18,1
308,2015-01-18,3,finishing,Sunday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.692045455,18,1
309,2015-01-18,3,sweing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,18,1
310,2015-01-18,3,sweing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,18,1
311,2015-01-18,3,sweing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,18,1
312,2015-01-18,3,sweing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,18,1
313,2015-01-18,3,finishing,Sunday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.639867424,18,1
314,2015-01-18,3,sweing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,18,1
315,2015-01-18,3,finishing,Sunday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.582045455,18,1
316,2015-01-18,3,sweing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161,18,1
317,2015-01-18,3,finishing,Sunday,10,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.235795455,18,1
318,2015-01-19,3,finishing,Monday,4,0.7,4.3,0.0,5040,0,0.0,0,0,28.0,0.977272727,19,1
319,2015-01-19,3,finishing,Monday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.964106061,19,1
320,2015-01-19,3,finishing,Monday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.958901515,19,1
321,2015-01-19,3,sweing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,19,1
322,2015-01-19,3,sweing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602,19,1
323,2015-01-19,3,sweing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,19,1
324,2015-01-19,3,finishing,Monday,12,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.793844697,19,1
325,2015-01-19,3,sweing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,19,1
326,2015-01-19,3,sweing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,19,1
327,2015-01-19,3,sweing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,19,1
328,2015-01-19,3,sweing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,19,1
329,2015-01-19,3,sweing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388,19,1
330,2015-01-19,3,finishing,Monday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.683806818,19,1
331,2015-01-19,3,sweing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445,19,1
332,2015-01-19,3,sweing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,19,1
333,2015-01-19,3,sweing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429,19,1
334,2015-01-19,3,finishing,Monday,10,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.538399621,19,1
335,2015-01-19,3,finishing,Monday,11,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,0.409545455,19,1
336,2015-01-19,3,sweing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,19,1
337,2015-01-20,3,finishing,Tuesday,5,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,1.033570076,20,1
338,2015-01-20,3,sweing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,20,1
339,2015-01-20,3,sweing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721,20,1
340,2015-01-20,3,sweing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,20,1
341,2015-01-20,3,sweing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,20,1
342,2015-01-20,3,sweing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,20,1
343,2015-01-20,3,sweing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,20,1
344,2015-01-20,3,sweing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898,20,1
345,2015-01-20,3,finishing,Tuesday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.72830303,20,1
346,2015-01-20,3,sweing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388,20,1
347,2015-01-20,3,sweing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796,20,1
348,2015-01-20,3,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.639867424,20,1
349,2015-01-20,3,sweing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419,20,1
350,2015-01-20,3,sweing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792,20,1
351,2015-01-20,3,finishing,Tuesday,11,0.7,4.15,0.0,2700,0,0.0,0,0,15.0,0.362666667,20,1
352,2015-01-21,3,finishing,Wednesday,4,0.75,4.3,0.0,6000,0,0.0,0,0,20.0,0.978525641,21,1
353,2015-01-21,3,finishing,Wednesday,2,0.7,3.94,0.0,5100,0,0.0,0,0,17.0,0.912202112,21,1
354,2015-01-21,3,sweing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,21,1
355,2015-01-21,3,sweing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,21,1
356,2015-01-21,3,finishing,Wednesday,9,0.8,3.94,0.0,2400,0,0.0,0,0,8.0,0.827147436,21,1
357,2015-01-21,3,sweing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,21,1
358,2015-01-21,3,sweing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742,21,1
359,2015-01-21,3,sweing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,21,1
360,2015-01-21,3,finishing,Wednesday,5,0.7,4.15,0.0,2400,0,0.0,0,0,8.0,0.758173077,21,1
361,2015-01-21,3,sweing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828,21,1
362,2015-01-21,3,sweing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049,21,1
363,2015-01-21,3,sweing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388,21,1
364,2015-01-21,3,sweing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771,21,1
365,2015-01-21,3,sweing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284,21,1
366,2015-01-21,3,finishing,Wednesday,8,0.8,2.9,0.0,2400,0,0.0,0,0,8.0,0.594871795,21,1
367,2015-01-21,3,sweing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649,21,1
368,2015-01-21,3,finishing,Wednesday,1,0.65,3.94,0.0,2400,0,0.0,0,0,8.0,0.505128205,21,1
369,2015-01-21,3,sweing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342,21,1
370,2015-01-21,3,finishing,Wednesday,11,0.7,4.15,0.0,2700,0,0.0,0,0,9.0,0.470769231,21,1
371,2015-01-22,4,finishing,Thursday,7,0.6,3.94,0.0,6000,0,0.0,0,0,10.0,0.957638889,22,1
372,2015-01-22,4,finishing,Thursday,10,0.75,3.94,0.0,8400,0,0.0,0,0,14.0,0.940701058,22,1
373,2015-01-22,4,sweing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766,22,1
374,2015-01-22,4,sweing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791,22,1
375,2015-01-22,4,sweing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989,22,1
376,2015-01-22,4,sweing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563,22,1
377,2015-01-22,4,sweing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367,22,1
378,2015-01-22,4,sweing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049,22,1
379,2015-01-22,4,finishing,Thursday,5,0.7,4.15,0.0,9000,0,0.0,0,0,15.0,0.742901235,22,1
380,2015-01-22,4,sweing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784,22,1
381,2015-01-22,4,sweing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388,22,1
382,2015-01-22,4,finishing,Thursday,4,0.75,4.3,0.0,9000,0,0.0,0,0,15.0,0.670216049,22,1
383,2015-01-22,4,finishing,Thursday,1,0.7,3.94,0.0,15000,0,0.0,0,0,25.0,0.649662222,22,1
384,2015-01-22,4,finishing,Thursday,2,0.7,3.94,0.0,15000,0,0.0,0,0,25.0,0.649662222,22,1
385,2015-01-22,4,finishing,Thursday,6,0.8,2.9,0.0,4800,0,0.0,0,0,8.0,0.626822917,22,1
386,2015-01-22,4,sweing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426,22,1
387,2015-01-22,4,sweing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361,22,1
388,2015-01-22,4,sweing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132,22,1
389,2015-01-22,4,sweing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544,22,1
390,2015-01-22,4,finishing,Thursday,3,0.7,3.94,0.0,12000,0,0.0,0,0,20.0,0.460578704,22,1
391,2015-01-22,4,finishing,Thursday,8,0.8,2.9,0.0,4800,0,0.0,0,0,8.0,0.397743056,22,1
392,2015-01-22,4,finishing,Thursday,12,0.6,4.08,0.0,5400,0,0.0,0,0,9.0,0.327407407,22,1
393,2015-01-24,4,finishing,Saturday,5,0.7,4.15,0.0,2700,0,0.0,0,0,15.0,0.966666667,24,1
394,2015-01-24,4,finishing,Saturday,10,0.75,3.94,0.0,1800,0,0.0,0,0,10.0,0.937242424,24,1
395,2015-01-24,4,finishing,Saturday,8,0.8,2.9,0.0,1620,0,0.0,0,0,9.0,0.910521886,24,1
396,2015-01-24,4,sweing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806,24,1
397,2015-01-24,4,sweing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106,24,1
398,2015-01-24,4,finishing,Saturday,11,0.75,4.15,0.0,1800,0,0.0,0,0,10.0,0.896022727,24,1
399,2015-01-24,4,finishing,Saturday,3,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.895454545,24,1
400,2015-01-24,4,finishing,Saturday,7,0.65,3.94,0.0,2160,0,0.0,0,0,12.0,0.870580808,24,1
401,2015-01-24,4,finishing,Saturday,12,0.7,4.08,0.0,1620,0,0.0,0,0,9.0,0.858585859,24,1
402,2015-01-24,4,sweing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806,24,1
403,2015-01-24,4,sweing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987,24,1
404,2015-01-24,4,sweing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143,24,1
405,2015-01-24,4,sweing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194,24,1
406,2015-01-24,4,sweing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323,24,1
407,2015-01-24,4,sweing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201,24,1
408,2015-01-24,4,sweing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784,24,1
409,2015-01-24,4,finishing,Saturday,4,0.75,4.3,0.0,2160,0,0.0,0,0,12.0,0.651515152,24,1
410,2015-01-24,4,sweing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734,24,1
411,2015-01-24,4,sweing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217,24,1
412,2015-01-24,4,finishing,Saturday,2,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.578314394,24,1
413,2015-01-24,4,finishing,Saturday,1,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.578314394,24,1
414,2015-01-24,4,sweing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951,24,1
415,2015-01-24,4,finishing,Saturday,9,0.6,3.94,0.0,1440,0,0.0,0,0,8.0,0.261174242,24,1
416,2015-01-25,4,finishing,Sunday,5,0.7,4.15,0.0,3060,0,0.0,0,0,17.0,0.973796791,25,1
417,2015-01-25,4,finishing,Sunday,2,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.970075758,25,1
418,2015-01-25,4,finishing,Sunday,1,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.970075758,25,1
419,2015-01-25,4,finishing,Sunday,3,0.75,3.94,0.0,1620,0,0.0,0,0,9.0,0.961784512,25,1
420,2015-01-25,4,finishing,Sunday,10,0.75,3.94,0.0,3420,0,0.0,0,0,19.0,0.955151515,25,1
421,2015-01-25,4,finishing,Sunday,4,0.75,4.3,0.0,2160,0,0.0,0,0,12.0,0.952020202,25,1
422,2015-01-25,4,sweing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106,25,1
423,2015-01-25,4,sweing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776,25,1
424,2015-01-25,4,sweing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609,25,1
425,2015-01-25,4,sweing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307,25,1
426,2015-01-25,4,sweing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364,25,1
427,2015-01-25,4,sweing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563,25,1
428,2015-01-25,4,finishing,Sunday,7,0.65,3.94,0.0,2520,0,0.0,0,0,14.0,0.749188312,25,1
429,2015-01-25,4,sweing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417,25,1
430,2015-01-25,4,sweing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672,25,1
431,2015-01-25,4,sweing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784,25,1
432,2015-01-25,4,sweing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524,25,1
433,2015-01-25,4,finishing,Sunday,12,0.7,4.08,0.0,1620,0,0.0,0,0,9.0,0.618181818,25,1
434,2015-01-25,4,sweing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168,25,1
435,2015-01-25,4,sweing,Sunday,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916,25,1
436,2015-01-25,4,finishing,Sunday,8,0.8,2.9,0.0,720,0,0.0,0,0,4.0,0.329545455,25,1
437,2015-01-26,4,finishing,Monday,3,0.75,3.94,0.0,1800,0,0.0,0,0,10.0,1.059621212,26,1
438,2015-01-26,4,finishing,Monday,10,0.75,3.94,0.0,3780,0,0.0,0,0,21.0,0.997792208,26,1
439,2015-01-26,4,finishing,Monday,4,0.75,4.3,0.0,2160,0,0.0,0,0,12.0,0.963699495,26,1
440,2015-01-26,4,finishing,Monday,5,0.7,4.15,0.0,2700,0,0.0,0,0,15.0,0.959191919,26,1
441,2015-01-26,4,finishing,Monday,2,0.75,3.94,0.0,1800,0,0.0,0,0,10.0,0.910378788,26,1
442,2015-01-26,4,finishing,Monday,1,0.7,3.94,0.0,1800,0,0.0,0,0,10.0,0.910378788,26,1
443,2015-01-26,4,sweing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684,26,1
444,2015-01-26,4,sweing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.800386364,26,1
445,2015-01-26,4,sweing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.80035194,26,1
446,2015-01-26,4,sweing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024,26,1
447,2015-01-26,4,sweing,Monday,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.800023511,26,1
448,2015-01-26,4,sweing,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563,26,1
449,2015-01-26,4,finishing,Monday,12,0.7,4.08,0.0,1620,0,0.0,0,0,9.0,0.769292929,26,1
450,2015-01-26,4,sweing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031447,26,1
451,2015-01-26,4,sweing,Monday,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442,26,1
